quarter_id,quarter_timestamp,global_winner_id,global_state,BASS_candidate_N,BASS_id,BASS_timestamp,BASS_state,BASS_offset_ms,BASS_old_role,BASS_tie_ids,DRUM_candidate_N,DRUM_id,DRUM_timestamp,DRUM_state,DRUM_offset_ms,DRUM_old_role,DRUM_tie_ids,status,distinct_candidate_combination_exists,BASS_DRUM_PAIR,DRUM_MINUS_BASS_MS
108,39.52036281179139,F_MIX_00212,SELECTED,0,,,,,,[],1,F_MIX_00212,39.555192743764174,DRUM_SUPPORTED,34.829931972784000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
109,39.8918820861678,F_MIX_00214,SELECTED,0,,,,,,[],1,F_MIX_00214,39.92671201814059,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
110,40.263401360544215,F_MIX_00216,SELECTED,0,,,,,,[],1,F_MIX_00216,40.29823129251701,DRUM_SUPPORTED,34.829931972795000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
111,40.61170068027211,F_MIX_00217,SELECTED,0,,,,,,[],1,F_MIX_00218,40.66975056689343,DRUM_SUPPORTED,58.04988662132000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
112,40.983219954648526,F_MIX_00220,SELECTED,0,,,,,,[],1,F_MIX_00220,41.029659863945575,DRUM_SUPPORTED,46.439909297049000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
113,41.35473922902494,F_MIX_00222,SELECTED,1,F_MIX_00222,41.40117913832199,BASS_AND_DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],2,F_MIX_00222,41.40117913832199,BASS_AND_DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
114,41.72625850340136,F_MIX_00224,SELECTED,1,F_MIX_00224,41.749478458049886,BASS_AND_DRUM_SUPPORTED,23.219954648526000,PRIMARY,[],2,F_MIX_00224,41.749478458049886,BASS_AND_DRUM_SUPPORTED,23.219954648526000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
115,42.09777777777778,F_MIX_00225,SELECTED,0,,,,,,[],1,F_MIX_00225,42.10938775510204,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
116,42.4692970521542,F_MIX_00227,SELECTED,0,,,,,,[],1,F_MIX_00226,42.38802721088435,DRUM_SUPPORTED,-81.26984126985000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
117,42.81759637188209,F_MIX_00230,SELECTED,0,,,,,,[],3,F_MIX_00230,42.86403628117914,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
118,43.1891156462585,F_MIX_00231,SELECTED,1,F_MIX_00231,43.23555555555556,BASS_AND_DRUM_SUPPORTED,46.43990929706000,PRIMARY,[],1,F_MIX_00231,43.23555555555556,BASS_AND_DRUM_SUPPORTED,46.43990929706000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
119,43.56063492063492,F_MIX_00232,SELECTED,0,,,,,,[],1,F_MIX_00232,43.47936507936508,DRUM_SUPPORTED,-81.26984126984000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
120,43.932154195011336,F_MIX_00233,SELECTED,0,,,,,,[],1,F_MIX_00234,44.00181405895692,DRUM_SUPPORTED,69.659863945584000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
121,44.30367346938775,F_MIX_00237,SELECTED,0,,,,,,[],2,F_MIX_00236,44.22240362811792,DRUM_SUPPORTED,-81.26984126983000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
122,44.698412698412696,F_MIX_00238,SELECTED,1,F_MIX_00238,44.68680272108843,BASS_AND_DRUM_SUPPORTED,-11.609977324266000,PRIMARY,[],2,F_MIX_00238,44.68680272108843,BASS_AND_DRUM_SUPPORTED,-11.609977324266000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
123,45.069931972789114,F_MIX_00240,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
124,45.44145124716553,NONE,EMPTY,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
125,45.836190476190474,F_MIX_00241,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
126,46.23092970521542,F_MIX_00242,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
127,46.625668934240366,F_MIX_00245,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
128,47.02040816326531,F_MIX_00246,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
129,47.391927437641726,F_MIX_00248,SELECTED,0,,,,,,[],1,F_MIX_00248,47.42675736961451,DRUM_SUPPORTED,34.829931972784000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
130,47.78666666666667,F_MIX_00250,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
131,48.15818594104309,F_MIX_00253,SELECTED,0,,,,,,[],1,F_MIX_00253,48.12335600907029,DRUM_SUPPORTED,-34.82993197280000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
132,48.529705215419504,F_MIX_00254,SELECTED,0,,,,,,[],1,F_MIX_00254,48.54131519274377,DRUM_SUPPORTED,11.609977324266000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
133,48.901224489795915,F_MIX_00255,SELECTED,0,,,,,,[],1,F_MIX_00255,48.901224489795915,DRUM_SUPPORTED,0E-15,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
134,49.27274376417233,F_MIX_00257,SELECTED,0,,,,,,[],3,F_MIX_00257,49.284353741496595,DRUM_SUPPORTED,11.609977324265000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
135,49.64426303854875,F_MIX_00259,SELECTED,0,,,,,,[],1,F_MIX_00259,49.65587301587301,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
136,50.01578231292517,F_MIX_00260,SELECTED,0,,,,,,[],1,F_MIX_00260,50.01578231292517,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
137,50.387301587301586,F_MIX_00261,SELECTED,0,,,,,,[],1,F_MIX_00261,50.39891156462585,DRUM_SUPPORTED,11.609977324264000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
138,50.758820861678004,F_MIX_00262,SELECTED,0,,,,,,[],1,F_MIX_00262,50.758820861678004,DRUM_SUPPORTED,0E-15,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
139,51.1071201814059,F_MIX_00264,SELECTED,0,,,,,,[],1,F_MIX_00264,51.13034013605442,DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
140,51.478639455782314,F_MIX_00265,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
141,51.85015873015873,F_MIX_00267,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
142,52.22167800453515,F_MIX_00270,SELECTED,0,,,,,,[],2,F_MIX_00270,52.244897959183675,DRUM_SUPPORTED,23.219954648525000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
143,52.59319727891157,F_MIX_00272,SELECTED,0,,,,,,[],2,F_MIX_00272,52.61641723356009,DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
144,52.964716553287985,F_MIX_00274,SELECTED,0,,,,,,[],1,F_MIX_00274,52.97632653061225,DRUM_SUPPORTED,11.609977324265000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
145,53.336235827664396,F_MIX_00275,SELECTED,0,,,,,,[],1,F_MIX_00275,53.324625850340134,DRUM_SUPPORTED,-11.609977324262000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
146,53.707755102040814,F_MIX_00277,SELECTED,0,,,,,,[],2,F_MIX_00277,53.69614512471655,DRUM_SUPPORTED,-11.609977324264000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
147,54.07927437641723,F_MIX_00279,SELECTED,0,,,,,,[],1,F_MIX_00279,54.05605442176871,DRUM_SUPPORTED,-23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
148,54.427573696145124,F_MIX_00281,SELECTED,0,,,,,,[],2,F_MIX_00281,54.427573696145124,DRUM_SUPPORTED,0E-15,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
149,54.79909297052154,F_MIX_00283,SELECTED,0,,,,,,[],1,F_MIX_00283,54.78748299319728,DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
150,55.17061224489796,F_MIX_00284,SELECTED,0,,,,,,[],1,F_MIX_00284,55.147392290249435,DRUM_SUPPORTED,-23.219954648525000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
151,55.54213151927438,F_MIX_00285,SELECTED,0,,,,,,[],1,F_MIX_00285,55.50730158730159,DRUM_SUPPORTED,-34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
152,55.89043083900227,F_MIX_00287,SELECTED,0,,,,,,[],1,F_MIX_00287,55.878820861678,DRUM_SUPPORTED,-11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
153,56.26195011337869,F_MIX_00289,SELECTED,0,,,,,,[],1,F_MIX_00289,56.23873015873016,DRUM_SUPPORTED,-23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
154,56.610249433106574,F_MIX_00291,SELECTED,0,,,,,,[],2,F_MIX_00291,56.610249433106574,DRUM_SUPPORTED,0E-15,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
155,56.98176870748299,F_MIX_00292,SELECTED,0,,,,,,[],1,F_MIX_00292,56.95854875283447,DRUM_SUPPORTED,-23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
156,57.330068027210885,F_MIX_00294,SELECTED,0,,,,,,[],1,F_MIX_00293,57.225578231292516,DRUM_SUPPORTED,-104.489795918369000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
157,57.67836734693878,F_MIX_00295,SELECTED,0,,,,,,[],1,F_MIX_00295,57.68997732426304,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
158,58.026666666666664,F_MIX_00296,SELECTED,0,,,,,,[],2,F_MIX_00296,57.96861678004535,DRUM_SUPPORTED,-58.049886621314000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
159,58.39818594104308,F_MIX_00298,SELECTED,0,,,,,,[],2,F_MIX_00298,58.38657596371882,DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
160,58.746485260770974,F_MIX_00300,SELECTED,0,,,,,,[],2,F_MIX_00300,58.700045351473925,DRUM_SUPPORTED,-46.439909297049000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
161,59.11800453514739,F_MIX_00303,SELECTED,0,,,,,,[],1,F_MIX_00303,59.15283446712018,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
162,59.466303854875285,F_MIX_00304,SELECTED,0,,,,,,[],1,F_MIX_00305,59.5243537414966,DRUM_SUPPORTED,58.049886621315000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
163,59.8378231292517,F_MIX_00306,SELECTED,0,,,,,,[],1,F_MIX_00306,59.88426303854875,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
164,60.20934240362812,F_MIX_00309,SELECTED,1,F_MIX_00309,60.24417233560091,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],1,F_MIX_00309,60.24417233560091,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
165,60.58086167800454,F_MIX_00312,SELECTED,1,F_MIX_00312,60.615691609977326,BASS_AND_DRUM_SUPPORTED,34.829931972786000,PRIMARY,[],1,F_MIX_00312,60.615691609977326,BASS_AND_DRUM_SUPPORTED,34.829931972786000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
166,60.929160997732424,F_MIX_00313,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
167,61.32390022675737,F_MIX_00316,SELECTED,1,F_MIX_00316,61.35873015873016,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],1,F_MIX_00316,61.35873015873016,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
168,61.695419501133784,F_MIX_00318,SELECTED,1,F_MIX_00318,61.73024943310658,BASS_AND_DRUM_SUPPORTED,34.829931972796000,PRIMARY,[],2,F_MIX_00318,61.73024943310658,BASS_AND_DRUM_SUPPORTED,34.829931972796000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
169,62.0669387755102,F_MIX_00319,SELECTED,1,F_MIX_00319,62.0669387755102,BASS_AND_DRUM_SUPPORTED,0E-13,PRIMARY,[],1,F_MIX_00319,62.0669387755102,BASS_AND_DRUM_SUPPORTED,0E-13,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
170,62.43845804988662,F_MIX_00321,SELECTED,0,,,,,,[],1,F_MIX_00321,62.43845804988662,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
171,62.80997732426304,F_MIX_00323,SELECTED,1,F_MIX_00323,62.798367346938775,BASS_AND_DRUM_SUPPORTED,-11.609977324265000,PRIMARY,[],1,F_MIX_00323,62.798367346938775,BASS_AND_DRUM_SUPPORTED,-11.609977324265000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
172,63.181496598639455,F_MIX_00324,SELECTED,1,F_MIX_00324,63.181496598639455,BASS_AND_DRUM_SUPPORTED,0E-15,PRIMARY,[],1,F_MIX_00324,63.181496598639455,BASS_AND_DRUM_SUPPORTED,0E-15,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
173,63.52979591836735,F_MIX_00326,SELECTED,0,,,,,,[],2,F_MIX_00326,63.54140589569161,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
174,63.901315192743766,F_MIX_00327,SELECTED,0,,,,,,[],1,F_MIX_00327,63.80843537414966,DRUM_SUPPORTED,-92.879818594106000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
175,64.27283446712018,F_MIX_00328,SELECTED,0,,,,,,[],1,F_MIX_00328,64.24961451247165,DRUM_SUPPORTED,-23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
176,64.62113378684808,F_MIX_00330,SELECTED,0,,,,,,[],2,F_MIX_00330,64.62113378684808,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
177,64.99265306122449,F_MIX_00332,SELECTED,0,,,,,,[],1,F_MIX_00332,64.98104308390023,DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
178,65.34095238095239,F_MIX_00334,SELECTED,0,,,,,,[],1,F_MIX_00334,65.34095238095239,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
179,65.68925170068027,F_MIX_00335,SELECTED,0,,,,,,[],1,F_MIX_00335,65.70086167800453,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
180,66.06077097505668,F_MIX_00337,SELECTED,1,F_MIX_00337,66.07238095238095,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],1,F_MIX_00337,66.07238095238095,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
181,66.40907029478458,F_MIX_00338,SELECTED,1,F_MIX_00338,66.42068027210884,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],1,F_MIX_00338,66.42068027210884,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
182,66.780589569161,F_MIX_00340,SELECTED,1,F_MIX_00340,66.79219954648526,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],2,F_MIX_00340,66.79219954648526,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
183,67.1288888888889,F_MIX_00341,SELECTED,1,F_MIX_00341,67.1288888888889,BASS_AND_DRUM_SUPPORTED,0E-13,PRIMARY,[],1,F_MIX_00341,67.1288888888889,BASS_AND_DRUM_SUPPORTED,0E-13,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
184,67.47718820861678,F_MIX_00343,SELECTED,0,,,,,,[],1,F_MIX_00343,67.5004081632653,DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
185,67.84870748299319,F_MIX_00345,SELECTED,0,,,,,,[],1,F_MIX_00345,67.87192743764173,DRUM_SUPPORTED,23.21995464854000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
186,68.19700680272109,F_MIX_00347,SELECTED,0,,,,,,[],2,F_MIX_00347,68.20861678004535,DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
187,68.5685260770975,F_MIX_00350,SELECTED,1,F_MIX_00350,68.59174603174603,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00350,68.59174603174603,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
188,68.9168253968254,F_MIX_00352,SELECTED,0,,,,,,[],1,F_MIX_00351,68.84716553287981,DRUM_SUPPORTED,-69.65986394559000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
189,69.28834467120181,F_MIX_00353,SELECTED,1,F_MIX_00353,69.29995464852608,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],1,F_MIX_00353,69.29995464852608,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
190,69.6366439909297,F_MIX_00355,SELECTED,0,,,,,,[],1,F_MIX_00355,69.64825396825397,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
191,69.9849433106576,F_MIX_00357,SELECTED,0,,,,,,[],1,F_MIX_00357,70.01977324263038,DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
192,70.35646258503401,F_MIX_00359,SELECTED,0,,,,,,[],1,F_MIX_00359,70.37968253968253,DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
193,70.70476190476191,F_MIX_00361,SELECTED,0,,,,,,[],2,F_MIX_00361,70.75120181405896,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
194,71.07628117913832,F_MIX_00363,SELECTED,0,,,,,,[],1,F_MIX_00362,70.99501133786848,DRUM_SUPPORTED,-81.26984126984000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
195,71.42458049886622,F_MIX_00364,SELECTED,0,,,,,,[],1,F_MIX_00365,71.47102040816327,DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
196,71.79609977324263,F_MIX_00367,SELECTED,0,,,,,,[],2,F_MIX_00367,71.81931972789116,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
197,72.14439909297052,F_MIX_00368,SELECTED,0,,,,,,[],1,F_MIX_00369,72.19083900226758,DRUM_SUPPORTED,46.43990929706000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
198,72.51591836734694,F_MIX_00371,SELECTED,0,,,,,,[],2,F_MIX_00371,72.53913832199547,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
199,72.86421768707483,F_MIX_00372,SELECTED,0,,,,,,[],1,F_MIX_00372,72.89904761904762,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
200,73.23573696145125,F_MIX_00374,SELECTED,0,,,,,,[],2,F_MIX_00374,73.27056689342403,DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
201,73.60725623582766,F_MIX_00375,SELECTED,0,,,,,,[],2,F_MIX_00375,73.60725623582766,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
202,73.95555555555555,F_MIX_00377,SELECTED,0,,,,,,[],1,F_MIX_00377,73.88589569160997,DRUM_SUPPORTED,-69.65986394558000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
203,74.32707482993197,F_MIX_00378,SELECTED,1,F_MIX_00378,74.33868480725623,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],1,F_MIX_00378,74.33868480725623,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
204,74.67537414965986,F_MIX_00379,SELECTED,1,F_MIX_00380,74.72181405895692,BASS_AND_DRUM_SUPPORTED,46.43990929706000,CONTEXT,[],2,F_MIX_00379,74.64054421768708,DRUM_SUPPORTED,-34.82993197278000,PRIMARY,[],DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,-81.26984126984000
205,75.04689342403628,F_MIX_00382,SELECTED,1,F_MIX_00382,75.08172335600906,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],1,F_MIX_00382,75.08172335600906,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
206,75.39519274376417,F_MIX_00384,SELECTED,1,F_MIX_00384,75.43002267573696,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],2,F_MIX_00384,75.43002267573696,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
207,75.7667120181406,F_MIX_00386,SELECTED,0,,,,,,[],2,F_MIX_00386,75.80154195011337,DRUM_SUPPORTED,34.82993197277000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
208,76.11501133786848,F_MIX_00387,SELECTED,0,,,,,,[],1,F_MIX_00387,76.06857142857143,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
209,76.48653061224489,F_MIX_00389,SELECTED,0,,,,,,[],1,F_MIX_00389,76.52136054421769,DRUM_SUPPORTED,34.82993197280000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
210,76.83482993197279,F_MIX_00390,SELECTED,0,,,,,,[],1,F_MIX_00390,76.77678004535147,DRUM_SUPPORTED,-58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
211,77.18312925170068,F_MIX_00391,SELECTED,0,,,,,,[],2,F_MIX_00391,77.13668934240363,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,"[""F_MIX_00391"", ""F_MIX_00392""]",DRUM_ONLY,False,UNRESOLVED,
212,77.5546485260771,F_MIX_00393,SELECTED,0,,,,,,[],1,F_MIX_00393,77.48498866213151,DRUM_SUPPORTED,-69.65986394559000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
213,77.90294784580499,F_MIX_00394,SELECTED,0,,,,,,[],1,F_MIX_00395,77.94938775510204,DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
214,78.27446712018141,F_MIX_00397,SELECTED,0,,,,,,[],2,F_MIX_00397,78.3092970521542,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
215,78.6227664399093,F_MIX_00398,SELECTED,0,,,,,,[],1,F_MIX_00399,78.68081632653062,DRUM_SUPPORTED,58.04988662132000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
216,78.97106575963718,F_MIX_00400,SELECTED,0,,,,,,[],2,F_MIX_00400,78.9362358276644,DRUM_SUPPORTED,-34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
217,79.34258503401361,F_MIX_00403,SELECTED,0,,,,,,[],2,F_MIX_00403,79.38902494331066,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
218,79.6908843537415,F_MIX_00405,SELECTED,0,,,,,,[],2,F_MIX_00405,79.74893424036281,DRUM_SUPPORTED,58.04988662131000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
219,80.03918367346938,F_MIX_00406,SELECTED,0,,,,,,[],2,F_MIX_00406,80.0043537414966,DRUM_SUPPORTED,-34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
220,80.4107029478458,F_MIX_00408,SELECTED,0,,,,,,[],1,F_MIX_00408,80.35265306122449,DRUM_SUPPORTED,-58.04988662131000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
221,80.78222222222222,F_MIX_00410,SELECTED,2,F_MIX_00410,80.82866213151928,BASS_AND_DRUM_SUPPORTED,46.43990929706000,PRIMARY,[],2,F_MIX_00410,80.82866213151928,BASS_AND_DRUM_SUPPORTED,46.43990929706000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
222,81.13052154195012,F_MIX_00411,SELECTED,0,,,,,,[],2,F_MIX_00411,81.08408163265307,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
223,81.50204081632653,F_MIX_00413,SELECTED,1,F_MIX_00413,81.45560090702948,BASS_SUPPORTED,-46.43990929705000,PRIMARY,[],1,F_MIX_00414,81.54848072562358,DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,92.87981859410000
224,81.87356009070295,F_MIX_00416,SELECTED,1,F_MIX_00416,81.90839002267573,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],1,F_MIX_00416,81.90839002267573,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
225,82.24507936507936,F_MIX_00418,SELECTED,0,,,,,,[],1,F_MIX_00418,82.25668934240363,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
226,82.61659863945579,F_MIX_00419,SELECTED,0,,,,,,[],1,F_MIX_00419,82.62820861678004,DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
227,82.9881179138322,F_MIX_00420,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
228,83.35963718820862,F_MIX_00421,SELECTED,0,,,,,,[],1,F_MIX_00421,83.34802721088435,DRUM_SUPPORTED,-11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
229,83.73115646258503,F_MIX_00422,SELECTED,0,,,,,,[],1,F_MIX_00422,83.71954648526076,DRUM_SUPPORTED,-11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
